Course,ID,Type
Data Science,106106226.0,Elective
Data Science,106102220.0,Elective
Data Science,106106140.0,Elective
Data Science,106105216.0,Elective
Data Science,106105158.0,Elective
Data Science,106106211.0,Elective
Data Science,106106213.0,Elective
Data Science,106101224.0,Elective
Data Science,106104233.0,Elective
Data Science,106104356.0,Elective
Data Science,106101360.0,Elective
Data Science,106106361.0,Elective
Data Science,110104513.0,Elective
Data Science,106108571.0,Elective
Data Science,108105572.0,Elective
Data Science,106102576.0,Elective
Data Science,106108700.0,Elective
Data Science,106106853.0,Elective
Data Science,106108840.0,Elective
Data Science,106106849.0,Elective
Programming,106106179.0,Elective
Programming,106105167.0,Elective
Programming,106105166.0,Elective
Programming,106105152.0,Elective
Programming,106106139.0,Elective
Programming,106106222.0,Elective
Programming,106106575.0,Elective
Programming,106106579.0,Elective
Programming,106104697.0,Elective
Programming,106108703.0,Elective
Foundations of Computing,106103187.0,Elective
Foundations of Computing,106103188.0,Elective
Foundations of Computing,106104149.0,Elective
Foundations of Computing,111106102.0,Elective
Foundations of Computing,106102011.0,Elective
Foundations of Computing,106104221.0,Elective
Foundations of Computing,106106221.0,Elective
Foundations of Computing,106103224.0,Elective
Foundations of Computing,106104227.0,Elective
Foundations of Computing,106106229.0,Elective
Foundations of Computing,106108229.0,Elective
Foundations of Computing,106106230.0,Elective
Foundations of Computing,106104233.0,Elective
Foundations of Computing,106104469.0,Elective
Foundations of Computing,106105471.0,Elective
Foundations of Computing,106108482.0,Elective
Foundations of Computing,106106698.0,Elective
Foundations of Computing,106108700.0,Elective
Foundations of Computing,106108702.0,Elective
Foundations of Computing,106105704.0,Elective
Systems,106105167.0,Elective
Systems,106106199.0,Elective
Systems,106102163.0,Elective
Systems,106105166.0,Elective
Systems,106103183.0,Elective
Systems,106105162.0,Elective
Systems,106103206.0,Elective
Systems,106102229.0,Elective
Systems,106105217.0,Elective
Systems,106104220.0,Elective
Systems,106105184.0,Elective
Systems,106105220.0,Elective
Systems,106103229.0,Elective
Systems,106105229.0,Elective
Systems,106101238.0,Elective
Systems,106104242.0,Elective
Systems,106101234.0,Elective
Systems,106104467.0,Elective
Systems,106106575.0,Elective
Systems,106106699.0,Elective
Cyber Security,106105183.0,Elective
Cyber Security,106105194.0,Elective
Cyber Security,106105217.0,Elective
Cyber Security,106106146.0,Elective
Cyber Security,106106199.0,Elective
Cyber Security,106106221.0,Elective
Cyber Security,106108229.0,Elective
Cyber Security,106106234.0,Elective
Cyber Security,106106235.0,Elective
Cyber Security,106105235.0,Elective
Cyber Security,106108237.0,Elective
Cyber Security,106106241.0,Elective
Cyber Security,106106248.0,Elective
Cyber Security,106104467.0,Elective
VLSI design,106105165.0,Elective
VLSI design,106105161.0,Elective
VLSI design,108106149.0,Elective
VLSI design,108106158.0,Elective
VLSI design,108106159.0,Elective
VLSI design,108103157.0,Elective
VLSI design,108106174.0,Elective
VLSI design,108103179.0,Elective
VLSI design,117106148.0,Elective
VLSI design,117106149.0,Elective
VLSI design,117107149.0,Elective
VLSI design,108106184.0,Elective
VLSI design,108105187.0,Elective
VLSI design,108105188.0,Elective
VLSI design,108106191.0,Elective
VLSI design,108103378.0,Elective
VLSI design,108107379.0,Elective
VLSI design,108107380.0,Elective
VLSI design,117107485.0,Elective
VLSI design,127105531.0,Elective
VLSI design,108102481.0,Elective
VLSI design,108107586.0,Elective
VLSI design,108105713.0,Elective
VLSI design,117107724.0,Elective
VLSI design,117103726.0,Elective
VLSI design,117104727.0,Elective
VLSI design,108106869.0,Elective
Communication and Signal Processing,117104129.0,Elective
Communication and Signal Processing,108104092.0,Elective
Communication and Signal Processing,108108168.0,Elective
Communication and Signal Processing,106106167.0,Elective
Communication and Signal Processing,117105135.0,Elective
Communication and Signal Processing,108106168.0,Elective
Communication and Signal Processing,108106136.0,Elective
Communication and Signal Processing,108105154.0,Elective
Communication and Signal Processing,108103158.0,Elective
Communication and Signal Processing,108106179.0,Elective
Communication and Signal Processing,108105179.0,Elective
Communication and Signal Processing,108108181.0,Elective
Communication and Signal Processing,108101185.0,Elective
Communication and Signal Processing,108108185.0,Elective
Communication and Signal Processing,108106189.0,Elective
Communication and Signal Processing,108104192.0,Elective
Communication and Signal Processing,108103191.0,Elective
Communication and Signal Processing,108105191.0,Elective
Communication and Signal Processing,108103192.0,Elective
Communication and Signal Processing,108101371.0,Elective
Communication and Signal Processing,108101373.0,Elective
Communication and Signal Processing,117104484.0,Elective
Communication and Signal Processing,106101466.0,Elective
Communication and Signal Processing,106108482.0,Elective
Communication and Signal Processing,108106478.0,Elective
Communication and Signal Processing,108102481.0,Elective
Communication and Signal Processing,106102576.0,Elective
Communication and Signal Processing,108101585.0,Elective
Communication and Signal Processing,108106588.0,Elective
Communication and Signal Processing,106108700.0,Elective
Communication and Signal Processing,117103725.0,Elective
Communication and Signal Processing,108104866.0,Elective
Power Systems and Power Electronics,108106098.0,Elective
Power Systems and Power Electronics,108105153.0,Elective
Power Systems and Power Electronics,108107127.0,Elective
Power Systems and Power Electronics,108104140.0,Elective
Power Systems and Power Electronics,108102157.0,Elective
Power Systems and Power Electronics,108106159.0,Elective
Power Systems and Power Electronics,108106160.0,Elective
Power Systems and Power Electronics,117103148.0,Elective
Power Systems and Power Electronics,108107167.0,Elective
Power Systems and Power Electronics,108105167.0,Elective
Power Systems and Power Electronics,108107113.0,Elective
Power Systems and Power Electronics,108102179.0,Elective
Power Systems and Power Electronics,108105180.0,Elective
Power Systems and Power Electronics,117103149.0,Elective
Power Systems and Power Electronics,117107148.0,Elective
Power Systems and Power Electronics,108105186.0,Elective
Power Systems and Power Electronics,108104191.0,Elective
Power Systems and Power Electronics,108108191.0,Elective
Power Systems and Power Electronics,127103236.0,Elective
Power Systems and Power Electronics,108102372.0,Elective
Power Systems and Power Electronics,108107477.0,Elective
Power Systems and Power Electronics,108105479.0,Elective
Power Systems and Power Electronics,117103488.0,Elective
Power Systems and Power Electronics,108102584.0,Elective
Power Systems and Power Electronics,108107715.0,Elective
Power Systems and Power Electronics,108107716.0,Elective
Power Systems and Power Electronics,108102717.0,Elective
Power Systems and Power Electronics,108104720.0,Elective
Control and Instrumentation,108106150.0,Elective
Control and Instrumentation,108106164.0,Elective
Control and Instrumentation,115108104.0,Elective
Control and Instrumentation,108105064.0,Elective
Control and Instrumentation,108108098.0,Elective
Control and Instrumentation,108108179.0,Elective
Control and Instrumentation,108108123.0,Elective
Control and Instrumentation,108108147.0,Elective
Control and Instrumentation,108103158.0,Elective
Control and Instrumentation,108106162.0,Elective
Control and Instrumentation,108108180.0,Elective
Control and Instrumentation,102105090.0,Elective
Control and Instrumentation,108101371.0,Elective
Control and Instrumentation,108106374.0,Elective
Control and Instrumentation,108105376.0,Elective
Control and Instrumentation,121108458.0,Elective
Control and Instrumentation,127101530.0,Elective
Control and Instrumentation,117106483.0,Elective
Control and Instrumentation,106101466.0,Elective
Control and Instrumentation,106108482.0,Elective
Control and Instrumentation,108106478.0,Elective
Control and Instrumentation,108102481.0,Elective
Control and Instrumentation,108101587.0,Elective
Control and Instrumentation,108107589.0,Elective
Control and Instrumentation,108105718.0,Elective
Control and Instrumentation,108104719.0,Elective
Control and Instrumentation,108106722.0,Elective
Control and Instrumentation,108103863.0,Elective
Photonics,115107122.0,Elective
Photonics,117104127.0,Elective
Photonics,108106152.0,Elective
Photonics,115107095.0,Elective
Photonics,108103141.0,Elective
Photonics,108108174.0,Elective
Photonics,127105225.0,Elective
Photonics,108106167.0,Elective
Photonics,115102103.0,Elective
Photonics,104108118.0,Elective
Photonics,104104085.0,Elective
Photonics,102108082.0,Elective
Photonics,108106173.0,Elective
Photonics,108106180.0,Elective
Photonics,108105181.0,Elective
Photonics,108106186.0,Elective
Photonics,108105189.0,Elective
Photonics,108106190.0,Elective
Photonics,108105192.0,Elective
Photonics,117103150.0,Elective
Photonics,108105375.0,Elective
Photonics,108103487.0,Elective
Photonics,108105721.0,Elective
Photonics,117103723.0,Elective
Faculty Domain - Fundamental,127101012.0,Elective
Faculty Domain - Fundamental,106101224.0,Elective
Faculty Domain - Fundamental,121106007.0,Elective
Faculty Domain - Fundamental,109104123.0,Elective
Faculty Domain - Fundamental,127101013.0,Elective
Faculty Domain - Fundamental,127106533.0,Elective
Faculty Domain - Fundamental,109107182.0,Elective
Faculty Domain - Fundamental,109106184.0,Elective
Faculty Domain - Fundamental,127106227.0,Elective
Faculty Domain - Fundamental,109105712.0,Elective
Faculty Domain - Advanced,127101010.0,Elective
Faculty Domain - Advanced,127101013.0,Elective
Faculty Domain - Advanced,109105115.0,Elective
Faculty Domain - Advanced,106101224.0,Elective
Faculty Domain - Advanced,109103153.0,Elective
Faculty Domain - Advanced,109105122.0,Elective
Faculty Domain - Advanced,110101146.0,Elective
Faculty Domain - Advanced,109105112.0,Elective
Faculty Domain - Advanced,109105176.0,Elective
Faculty Domain - Advanced,127107502.0,Elective
Faculty Domain - Advanced,109106137.0,Elective
Faculty Domain - Advanced,110106081.0,Elective
Faculty Domain - Advanced,109106128.0,Elective
Faculty Domain - Advanced,110107126.0,Elective
Faculty Domain - Advanced,110106141.0,Elective
Faculty Domain - Advanced,109106184.0,Elective
Faculty Domain - Advanced,109105190.0,Elective
Faculty Domain - Advanced,109103501.0,Elective
Faculty Domain - Advanced,109105192.0,Elective
Faculty Domain - Advanced,110107159.0,Elective
Faculty Domain - Advanced,127108780.0,Elective
Faculty Domain - Advanced,130105860.0,Elective
Economics,109106089.0,Elective
Economics,109106161.0,Elective
Economics,109101171.0,Elective
Economics,109107171.0,Elective
Economics,130106113.0,Elective
Economics,110104095.0,Elective
Economics,110101133.0,Elective
Economics,110104063.0,Elective
Economics,109106100.0,Elective
Economics,109103188.0,Elective
Economics,109103501.0,Elective
Economics,130107476.0,Elective
Economics,110104624.0,Elective
Economics,110107759.0,Elective
Economics,130104711.0,Elective
Economics,110104743.0,Elective
Economics,106106850.0,Elective
Economics,130106861.0,Elective
Marketing,110105078.0,Elective
Marketing,110105122.0,Elective
Marketing,110104117.0,Elective
Marketing,110107112.0,Elective
Marketing,110107113.0,Elective
Marketing,110104065.0,Elective
Marketing,110105145.0,Elective
Marketing,110105158.0,Elective
Marketing,110107147.0,Elective
Marketing,110107158.0,Elective
Marketing,110105157.0,Elective
Marketing,110104507.0,Elective
Marketing,110106514.0,Elective
Marketing,110105625.0,Elective
Marketing,110103917.0,Elective
Marketing,110105920.0,Elective
Marketing,110101927.0,Elective
Operations,110104073.0,Elective
Operations,110107081.0,Elective
Operations,110104080.0,Elective
Operations,110104085.0,Elective
Operations,110104063.0,Elective
Operations,110105123.0,Elective
Operations,110105088.0,Elective
Operations,110107074.0,Elective
Operations,110105095.0,Elective
Operations,110105082.0,Elective
Operations,110106134.0,Elective
Operations,110105087.0,Elective
Operations,110104086.0,Elective
Operations,110105089.0,Elective
Operations,110105096.0,Elective
Operations,110104118.0,Elective
Operations,110104125.0,Elective
Operations,110107115.0,Elective
Operations,110107116.0,Elective
Operations,110104119.0,Elective
Operations,110107130.0,Elective
Operations,110106146.0,Elective
Operations,110101150.0,Elective
Operations,110105155.0,Elective
Operations,110107157.0,Elective
Operations,110106435.0,Elective
Operations,110101436.0,Elective
Operations,110107630.0,Elective
Operations,127104664.0,Elective
Operations,110104743.0,Elective
Operations,110107757.0,Elective
Managerial Economics,110105093.0,Elective
Managerial Economics,130106001.0,Elective
Managerial Economics,109104182.0,Elective
Managerial Economics,110105153.0,Elective
Managerial Economics,110107153.0,Elective
Managerial Economics,110106165.0,Elective
Managerial Economics,110101133.0,Elective
Managerial Economics,110104063.0,Elective
Managerial Economics,110107114.0,Elective
Managerial Economics,110106135.0,Elective
Managerial Economics,110105121.0,Elective
Managerial Economics,110106062.0,Elective
Managerial Economics,110106134.0,Elective
Managerial Economics,109106100.0,Elective
Managerial Economics,110105155.0,Elective
Managerial Economics,110101153.0,Elective
Managerial Economics,109104198.0,Elective
Managerial Economics,110105164.0,Elective
Managerial Economics,110105165.0,Elective
Managerial Economics,110106164.0,Elective
Managerial Economics,110105166.0,Elective
Managerial Economics,110104164.0,Elective
Managerial Economics,123105637.0,Elective
Managerial Economics,110107759.0,Elective
Managerial Economics,130104711.0,Elective
Minor,110107492.0,Elective
Minor,127104664.0,Elective
Minor,110105756.0,Elective
Patents and Intellectual Property Rights,110105139.0,Elective
Patents and Intellectual Property Rights,110107094.0,Elective
Patents and Intellectual Property Rights,107101086.0,Elective
Patents and Intellectual Property Rights,109106148.0,Elective
Economics & Finance,110106135.0,Elective
Economics & Finance,110105121.0,Elective
Economics & Finance,111104089.0,Elective
Economics & Finance,111102111.0,Elective
Economics & Finance,110101141.0,Elective
Economics & Finance,110105156.0,Elective
Economics & Finance,110107154.0,Elective
Economics & Finance,110105166.0,Elective
Economics & Finance,110104164.0,Elective
Economics & Finance,110106512.0,Elective
Economics & Finance,110104624.0,Elective
Economics & Finance,110105756.0,Elective
Economics & Finance,110104743.0,Elective
Economics & Finance,110107759.0,Elective
Economics & Finance,130104859.0,Elective
Human Resource Management,110105080.0,Elective
Human Resource Management,110105081.0,Elective
Human Resource Management,110105120.0,Elective
Human Resource Management,110107126.0,Elective
Human Resource Management,110105137.0,Elective
Human Resource Management,109105127.0,Elective
Human Resource Management,122105021.0,Elective
Human Resource Management,109105121.0,Elective
Human Resource Management,109105192.0,Elective
Human Resource Management,110107152.0,Elective
Human Resource Management,110106151.0,Elective
Human Resource Management,110103506.0,Elective
Human Resource Management,110103626.0,Elective
Human Resource Management,110103754.0,Elective
Human Resource Management,110105919.0,Elective
Computational Engineering,112106289.0,Elective
Computational Engineering,112108285.0,Elective
Computational Engineering,112103294.0,Elective
Computational Engineering,112105293.0,Elective
Computational Engineering,112103297.0,Elective
Computational Engineering,112106294.0,Elective
Computational Engineering,112101298.0,Elective
Computational Engineering,112103301.0,Elective
Computational Engineering,112105299.0,Elective
Computational Engineering,127108778.0,Elective
Computational Engineering,112105908.0,Elective
Computational Thermo Fluids,112104272.0,Elective
Computational Thermo Fluids,112103294.0,Elective
Computational Thermo Fluids,112103297.0,Elective
Computational Thermo Fluids,112103296.0,Elective
Computational Thermo Fluids,112101298.0,Elective
Computational Thermo Fluids,112103301.0,Elective
Computational Thermo Fluids,112106299.0,Elective
Computational Thermo Fluids,112106312.0,Elective
Computational Thermo Fluids,112104769.0,Elective
Computational Thermo Fluids,127108778.0,Elective
Computational Thermo Fluids,112106911.0,Elective
Computational Thermo Fluids,112101906.0,Elective
Computational Thermo Fluids,101104806.0,Elective
Computational Thermo Fluids,112105908.0,Elective
Advanced Mechanics,127106019.0,Elective
Advanced Mechanics,112106289.0,Elective
Advanced Mechanics,112108285.0,Elective
Advanced Mechanics,112103278.0,Elective
Advanced Mechanics,105105177.0,Elective
Advanced Mechanics,112103296.0,Elective
Advanced Mechanics,112103298.0,Elective
Advanced Mechanics,112103299.0,Elective
Advanced Mechanics,112105304.0,Elective
Advanced Mechanics,112106304.0,Elective
Advanced Mechanics,112106065.0,Elective
Advanced Mechanics,112106247.0,Elective
Advanced Mechanics,112108312.0,Elective
Advanced Mechanics,112108313.0,Elective
Advanced Mechanics,112101312.0,Elective
Advanced Mechanics,112105770.0,Elective
Advanced Mechanics,127108778.0,Elective
Propulsion,To,Elective
Propulsion,Be,Elective
Propulsion,Developed,Elective
Propulsion,112108615.0,Elective
Propulsion,112103617.0,Elective
Propulsion,127108778.0,Elective
Propulsion,112101906.0,Elective
Propulsion,101104806.0,Elective
Propulsion,112106913.0,Elective
Energy Systems,112105221.0,Elective
Energy Systems,102104057.0,Elective
Energy Systems,103107125.0,Elective
Energy Systems,109106161.0,Elective
Energy Systems,121106014.0,Elective
Energy Systems,103107157.0,Elective
Energy Systems,112103281.0,Elective
Energy Systems,112107283.0,Elective
Energy Systems,112103277.0,Elective
Energy Systems,112104300.0,Elective
Energy Systems,112103297.0,Elective
Energy Systems,112103313.0,Elective
Energy Systems,112108615.0,Elective
Energy Systems,103105680.0,Elective
Energy Systems,112104769.0,Elective
Energy Systems,127108778.0,Elective
Energy Systems,112105908.0,Elective
Energy Systems,112106913.0,Elective
Energy Systems,112106914.0,Elective
Energy Systems,112105909.0,Elective
Manufacturing Processes and Technology,112105231.0,Elective
Manufacturing Processes and Technology,112105233.0,Elective
Manufacturing Processes and Technology,112105232.0,Elective
Manufacturing Processes and Technology,112105212.0,Elective
Manufacturing Processes and Technology,112104225.0,Elective
Manufacturing Processes and Technology,112104265.0,Elective
Manufacturing Processes and Technology,113106070.0,Elective
Manufacturing Processes and Technology,112107238.0,Elective
Manufacturing Processes and Technology,112103273.0,Elective
Manufacturing Processes and Technology,112106249.0,Elective
Manufacturing Processes and Technology,112107292.0,Elective
Manufacturing Processes and Technology,112104289.0,Elective
Manufacturing Processes and Technology,112104290.0,Elective
Manufacturing Processes and Technology,112103279.0,Elective
Manufacturing Processes and Technology,112105294.0,Elective
Manufacturing Processes and Technology,112107298.0,Elective
Manufacturing Processes and Technology,112103299.0,Elective
Manufacturing Processes and Technology,112104301.0,Elective
Manufacturing Processes and Technology,112106298.0,Elective
Manufacturing Processes and Technology,112106300.0,Elective
Manufacturing Processes and Technology,112108298.0,Elective
Manufacturing Processes and Technology,112104298.0,Elective
Manufacturing Processes and Technology,112103305.0,Elective
Manufacturing Processes and Technology,112103306.0,Elective
Manufacturing Processes and Technology,112101304.0,Elective
Manufacturing Processes and Technology,112103312.0,Elective
Manufacturing Processes and Technology,112104312.0,Elective
Manufacturing Processes and Technology,112104616.0,Elective
Manufacturing Processes and Technology,112103618.0,Elective
Manufacturing Processes and Technology,112106622.0,Elective
Manufacturing Processes and Technology,112101623.0,Elective
Manufacturing Processes and Technology,113108632.0,Elective
Manufacturing Processes and Technology,112103774.0,Elective
Manufacturing Processes and Technology,127108778.0,Elective
Manufacturing Processes and Technology,112105910.0,Elective
Product Design,112104252.0,Elective
Product Design,107103084.0,Elective
Product Design,107103085.0,Elective
Product Design,107103081.0,Elective
Product Design,109103101.0,Elective
Product Design,112105234.0,Elective
Product Design,112106249.0,Elective
Product Design,112107289.0,Elective
Product Design,112108298.0,Elective
Product Design,112104298.0,Elective
Product Design,112104272.0,Elective
Product Design,112105294.0,Elective
Product Design,112107298.0,Elective
Product Design,112104301.0,Elective
Product Design,112106298.0,Elective
Product Design,112103305.0,Elective
Product Design,112103306.0,Elective
Product Design,112101304.0,Elective
Product Design,126105547.0,Elective
Product Design,112102773.0,Elective
Product Design,127108778.0,Elective
Product Design,112105910.0,Elective
Advanced Dynamics and Vibration,112107289.0,Elective
Advanced Dynamics and Vibration,112104212.0,Elective
Advanced Dynamics and Vibration,112106225.0,Elective
Advanced Dynamics and Vibration,112107290.0,Elective
Advanced Dynamics and Vibration,112108285.0,Elective
Advanced Dynamics and Vibration,112103296.0,Elective
Advanced Dynamics and Vibration,112104299.0,Elective
Advanced Dynamics and Vibration,112106304.0,Elective
Advanced Dynamics and Vibration,112108312.0,Elective
Advanced Dynamics and Vibration,112108313.0,Elective
Advanced Dynamics and Vibration,112101312.0,Elective
Advanced Dynamics and Vibration,112107619.0,Elective
Advanced Dynamics and Vibration,127108778.0,Elective
Computational Mechanics,112106289.0,Elective
Computational Mechanics,112108285.0,Elective
Computational Mechanics,112101298.0,Elective
Computational Mechanics,112103296.0,Elective
Computational Mechanics,112103299.0,Elective
Computational Mechanics,112103301.0,Elective
Computational Mechanics,112105299.0,Elective
Computational Mechanics,112105304.0,Elective
Computational Mechanics,112108313.0,Elective
Computational Mechanics,112101312.0,Elective
Computational Mechanics,127108778.0,Elective
Robotics,108108147.0,Elective
Robotics,108105102.0,Elective
Robotics,117105135.0,Elective
Robotics,108101126.0,Elective
Robotics,108102145.0,Elective
Robotics,106105159.0,Elective
Robotics,108105088.0,Elective
Robotics,112105268.0,Elective
Robotics,112106248.0,Elective
Robotics,112107214.0,Elective
Robotics,112101304.0,Elective
Robotics,112103280.0,Elective
Robotics,106102220.0,Elective
Robotics,106105152.0,Elective
Robotics,106106139.0,Elective
Robotics,106106213.0,Elective
Robotics,106106202.0,Elective
Robotics,106106143.0,Elective
Robotics,106105215.0,Elective
Robotics,106106184.0,Elective
Robotics,112104308.0,Elective
Robotics,112105621.0,Elective
Robotics,112106772.0,Elective
Robotics,127108778.0,Elective
Materials Joining,112103244.0,Elective
Materials Joining,113106070.0,Elective
Materials Joining,113106067.0,Elective
Materials Joining,113106082.0,Elective
Materials Joining,113107091.0,Elective
Materials Joining,113101098.0,Elective
Materials Joining,113101099.0,Elective
Materials Joining,112103299.0,Elective
Materials Joining,113104101.0,Elective
Materials Joining,113104104.0,Elective
Materials Joining,113106635.0,Elective
Materials Joining,112101623.0,Elective
Materials Joining,113108632.0,Elective
Electronic Materials,113104084.0,Elective
Electronic Materials,113106034.0,Elective
Electronic Materials,115106127.0,Elective
Electronic Materials,113104104.0,Elective
Electronic Materials,113108515.0,Elective
Electronic Materials,127105531.0,Elective
Materials Characterization,113106081.0,Elective
Materials Characterization,113106070.0,Elective
Materials Characterization,104105084.0,Elective
Materials Characterization,113105103.0,Elective
Materials Characterization,113104104.0,Elective
Materials Characterization,113104634.0,Elective
Materials Characterization,113108760.0,Elective
Minor in Metallurgy,To,Elective
Minor in Metallurgy,Be,Elective
Minor in Metallurgy,Developed,Elective
Minor in Metallurgy,113107096.0,Elective
Minor in Metallurgy,105105171.0,Elective
Minor in Metallurgy,113102109.0,Elective
Minor in Metallurgy,113106087.0,Elective
Minor in Metallurgy,113106098.0,Elective
Minor in Metallurgy,113104089.0,Elective
Minor in Metallurgy,113107091.0,Elective
Minor in Metallurgy,113101096.0,Elective
Minor in Metallurgy,113104096.0,Elective
Minor in Metallurgy,113104097.0,Elective
Minor in Metallurgy,113104101.0,Elective
Minor in Metallurgy,113104104.0,Elective
Minor in Metallurgy,113104529.0,Elective
Minor in Metallurgy,113104516.0,Elective
Minor in Metallurgy,112103528.0,Elective
Minor in Metallurgy,113105633.0,Elective
Minor in Metallurgy,112107767.0,Elective
Minor in Metallurgy,113104775.0,Elective
Minor in Metallurgy,113106776.0,Elective
Minor in Materials Science,113106062.0,Elective
Minor in Materials Science,113106093.0,Elective
Minor in Materials Science,113104102.0,Elective
Minor in Materials Science,112106227.0,Elective
Minor in Materials Science,113106635.0,Elective
Minor in Materials Science,103104569.0,Elective
Minor in Materials Science,113101096.0,Elective
Minor in Materials Science,113104761.0,Elective
Minor in Materials Science,113108922.0,Elective
Minor in Materials Science,115105789.0,Elective
Foundations of Mathematics,111106113.0,Elective
Foundations of Mathematics,111106141.0,Elective
Foundations of Mathematics,111106150.0,Elective
Foundations of Mathematics,106106183.0,Elective
Foundations of Mathematics,111106149.0,Elective
Foundations of Mathematics,111106131.0,Elective
Foundations of Mathematics,111104521.0,Elective
Algebra,111101137.0,Elective
Algebra,111106138.0,Elective
Algebra,111106145.0,Elective
Algebra,111108898.0,Elective
Algebra,111105161.0,Elective
Algebra,111106149.0,Elective
Algebra,111106155.0,Elective
Algebra,111104524.0,Elective
Algebra,111106158.0,Elective
Algebra,111108609.0,Elective
English Studies,109106135.0,Elective
English Studies,109103140.0,Elective
English Studies,109106172.0,Elective
English Studies,109106145.0,Elective
English Studies,109106099.0,Elective
English Studies,109106168.0,Elective
English Studies,109106170.0,Elective
English Studies,109104116.0,Elective
English Studies,109106147.0,Elective
English Studies,109106189.0,Elective
English Studies,109107191.0,Elective
English Studies,109106500.0,Elective
English Studies,109106603.0,Elective
English Studies,109106186.0,Elective
English Studies,109103753.0,Elective
English Studies,109106887.0,Elective
Psychology,109104108.0,Elective
Psychology,109104096.0,Elective
Psychology,109104151.0,Elective
Psychology,109104143.0,Elective
Psychology,109103152.0,Elective
Psychology,109107132.0,Elective
Psychology,109106085.0,Elective
Psychology,109103136.0,Elective
Psychology,109106095.0,Elective
Psychology,109106168.0,Elective
Psychology,109105199.0,Elective
Psychology,109105493.0,Elective
Psychology,110101165.0,Elective
Psychology,109103540.0,Elective
Psychology,109107541.0,Elective
Psychology,109103598.0,Elective
Psychology,109104666.0,Elective
Psychology,109105880.0,Elective
Psychology,106104844.0,Elective
Psychology,109105884.0,Elective
Sports Science,109106401.0,Elective
Sports Science,109105596.0,Elective
Sports Science,109106407.0,Elective
Sports Science,109106645.0,Elective
Sports Science,109106888.0,Elective
Sports Science,109106890.0,Elective
Sports Science,109106891.0,Elective
Sustainable Surface Mining Engineering,113105107.0,Elective
Sustainable Surface Mining Engineering,113105104.0,Elective
Sustainable Surface Mining Engineering,123105442.0,Elective
Sustainable Surface Mining Engineering,123105923.0,Elective
